thread_id,customer_text,brand_text,ts_customer,len_bucket,time_half,sugg_intent,sugg_action,reference_reply,gold_intent,gold_action,gold_notes
2907371,"Nothing happened when I tapped the icons, I have however now restarted my phone, and all is working! Thanks for your help! ☺","Awesome, that's what we like to hear! Just give us a shout if the problem persists. We're... /CO",2017-11-28 21:01:18+00:00,medium,early,other,auto_handle,You're welcome! Give us a shout if the app ever misbehaves again. We'll be... /DV,,,
2829790,"can someone please get a hold of me,,,,, i need a refund and cancel, i have email and tweeted your spotifycare and get no response",Hey Lynda! We've just replied to your DM. Let's continue chatting there /GT,2017-11-27 16:36:32+00:00,medium,early,cancel_or_refund,escalate,Hey there! Can you DM us your account's email address or username? We'll take a look /NS,,,
2969653,"Woah, something weird is happening with my account. My username is showing up as random letters and numbers instead of what I set it as. What's up with that?",Hey! Can you DM us your account's email address? We'll take a look behind the scenes /JL,2017-11-30 00:09:21+00:00,medium,late,other,auto_handle,"Sure thing! If anything else comes up, just pop a message over. We're here around the clock 🙂 /BH",,,
2763002,Spotify I cancelled my premium account with you a few months back yet you have continued to charge me. Please confirm - username is mazowiecki,Hi Rohini! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,2017-11-26 13:47:38+00:00,medium,early,cancel_or_refund,escalate,Hey Fern! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,,,
583074,I have reinstalled but will keep you updated when I reboot my device. Thank you.,Sounds like a plan! Looking forward to hearing from you. We'll be right here /JE,2017-11-29 14:37:49+00:00,medium,late,other,escalate,"You're welcome! If you ever need us again, just send us another tweet anytime 😉 /DB",,,
631985,I can't log in in my account. It's says that I'm offline but I'm certainly not aince i can tweet you and do other stuffs that requires wlan!!,Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB,2017-11-22 12:51:47+00:00,medium,early,account_access,escalate,Hi there! We'd suggest deleting your previous tweet as it contains personal account info. Can you DM it to us instead? We'll wait for it /GN,,,
497737,"Don’t consider it, please just do it! Imagine watching a movie with no end credits—that would never fly in the film industry. Unfortunately we don’t have the industry-wide structures for enforcement, so someone needs to be a leader. Why not have it be ?","Hey Andy, we hear you! We recommend sharing your support for this idea by voting for it in our community: /TB",2017-12-01 19:41:52+00:00,long,late,other,escalate,"Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LP",,,
1190796,having trouble updating payment info. Keeps reverting back to premium for students and charge doesn't go through. Help?,"Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO",2017-11-25 18:47:42+00:00,medium,early,billing_subscription,escalate,"Hi Leonela, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PL",,,
2947619,I am having trouble with my subscription. Paying for premium but it's still free. Help!,"Hey April, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",2017-11-29 15:47:34+00:00,medium,late,billing_subscription,escalate,Hi Chris! We've just sent you a bit more info over DM. We'll carry on helping out there /AU,,,
130882,why have a ton of songs in my library been removed or unsaved?! Is this punishment for talking back to you?!,"Hey there! Just to confirm, are the missing tracks saved or downloaded? /NS",2017-11-24 05:30:34+00:00,medium,early,content_availability,escalate,"Just to check, can you still see your playlists? Also, is it the same while on a different device? /MU",,,
169686,"I am also experiencing this. No matter what track I click, nothing loads or plays. Already tried un- then re-installing. So not just you Jouni.","Hey there! If you'd like us to have a look, just let us know what device, operating system, and Spotify version you're using /RB",2017-11-24 21:41:10+00:00,medium,early,playback_or_app_bug,escalate,"Hi there, help's here! Can you DM us with your account's username and email address? We'll take a look backstage /WW",,,
2982091,"where can I direct my suggestions? Would love a history or notes section on songs - if/when I added a song to my library (or if I used to have it saved), if/when it was featured on my discover Weekly, if a friend has it saved, etc!","Hey! We're always happy to hear your suggestions via Twitter. Rest assured, your feedback will be passed on to the right folks /NQ",2017-11-30 04:57:33+00:00,long,late,other,escalate,"Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists, and keep us posted 🙂 /C",,,
2928145,Hey Spotify - Somehow I joined Premium but it linked to the incorrect Facebook account - Now I have only free subscription on the account I use and the new Premium account cannot access any music...,"Hi Daniel. Don't worry, help's here. First up, can you DM us either the usernames or email addresses of both accounts? /JU",2017-11-29 03:01:21+00:00,long,late,billing_subscription,escalate,"Hey James, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH",,,
552694,every time I search for an artist the app closes on me this is so annoying. Why is it doing this?,Hi there! We've sent a reply to your DM. Let's carry on chatting there /LP,2017-12-02 08:30:21+00:00,medium,late,other,escalate,Hi there! Can you send us your artist URI and email address via DM? We'll keep an eye out for your message /LP,,,
106307,"Windows 10, Google Chrome.",Thanks for the info. Can you try using an incognito/private window? Let us know if that helps /CE,2017-11-30 23:45:13+00:00,short,late,other,auto_handle,Thanks for the info. Could you try opening the link on a different browser or an incognito/private window? Keep us posted /MT,,,
142990,6 ads in a row... seriously?,"Hi there! We appreciate your feedback on this. For now, check out if you haven't had a subscription before. Feel free to tweet us if there's anything else /GK",2017-11-24 08:53:58+00:00,short,early,feature_request_or_feedback,auto_handle,Hi there! Can you tell us what's happening exactly? We'll see what we can do to help /JM,,,
566365,when is the Top Songs of 2017 playlist coming?,"Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",2017-12-02 19:42:56+00:00,short,late,other,escalate,Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: /DF,,,
607484,When are you releasing amazon echo multi room support???,"We appreciate you sharing your thoughts on this. Our developers are looking into every popular request including this. If you need help with anything else, we'll just be here /RC",2017-11-22 11:22:16+00:00,short,early,other,auto_handle,"Hi Ben! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NY",,,
688095,"I paid it already, but my account is still free account. Can help with my problem? Purchase no __credit_card__",Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS,2017-11-25 15:12:18+00:00,medium,early,other,auto_handle,Hey Azwan! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,,,
2948918,Fam why is “Rain On Me” NOT on Chapter II ??,Hey there! We'd love to have all her stuff available but we have some more info about missing content at Let us know if you need anything else 🙂 /KL,2017-11-29 16:20:13+00:00,short,late,other,auto_handle,"Don't fret! It's being updated regularly & we'll be sure to let the right team know of your observations. Any questions, give us a shout /GN",,,
2964662,hey your lyrics for You’re Beautiful by James Blunt are wrong he doesn’t say flying high he says fucking high,"Hey there, thanks for the keen eye! Drop an email to __email__, and they’ll check this out for you /CH",2017-11-29 22:23:07+00:00,medium,late,other,escalate,"Hey, we're glad you're loving it! We're taking in your feedback and pass it on to the right team 🙂 /AR",,,
115315,I’ve reached out several times about being charged $9.99 instead of getting my college discount. It’s been almost three months and I haven’t had a response... can someone help?,"Hi there, that doesn't sound good! Can you DM us your account's email address? We'll take a look backstage /AK",2017-11-26 22:13:35+00:00,medium,early,billing_subscription,escalate,Hey! We've just replied to your DM. Let's carry on chatting there /RH,,,
2883730,"so shitty that I can’t get into my account, the reset link won’t send to my email. 😒","Hey Alfredo, help's here. Can you send us your account's email address or username via DM? We'll take a look /AY",2017-11-28 08:35:19+00:00,medium,early,other,auto_handle,Hi there! That doesn't sound good. Can you DM us your account's email address? We'll take a look under the hood /QI,,,
67723,#SureThing SpotifyCares,"Hey, we've just sent a DM your way. Let's carry on chatting there /GS",2017-11-30 03:23:37+00:00,short,late,other,auto_handle,"If you ever need us again, feel free to drop us a DM. We're always here for you 🙂 /MO",,,
622843,"my Google Play Music subscription is set to renew soon, are you guys coming to Romania anytime soon or is it just a rumor?","Hey Andrei! We don't have any info to share right now, but we're launching in new countries as often as possible. Be sure to add your email at /NH",2017-11-22 15:46:16+00:00,medium,early,billing_subscription,escalate,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /SJ",,,
2934753,"have an issue on iPhone App. IOS 10.3.3. Uninstalled and reinstalled, rebooted phone. Black screen with three dots followed by this.","Hey! We had a temporary hiccup behind the scenes, but everything should be working as normal now. If you need us, just shout. If not, enjoy your tunes 🙂 /J",2017-11-28 21:19:21+00:00,medium,late,other,auto_handle,Hmm. Could you DM us a screenshot of what you're seeing on your end? We'll continue to help there 🙂 /CG,,,
544566,can we get an update with a sleep timer function? Where we can set it so music will stop playing and not run all night???,"We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /DF",2017-12-02 06:40:57+00:00,medium,late,feature_request_or_feedback,auto_handle,"We hear you, Esteban! Your feedback has been noted and passed onto the team 👊🏼 /MT",,,
689556,So grateful to be on - how do publishers view download stats though ?,"Hey! This isn't a stat that Spotify currently provides, but we'll let the team know this is something that you'd find useful for the future /J",2017-11-23 06:41:01+00:00,short,early,other,auto_handle,Hey Franck! Help's here. Can you let us know how we can assist? We'll be waiting /KP,,,
125396,how can i stop my playlists turning into radio ones? because it keeps turning into one and starts playing random songs,Hi! We've just sent you a DM. We'll carry on helping out there /AR,2017-11-24 00:54:30+00:00,medium,early,other,escalate,Hey Ashley! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI,,,
654646,Is it possible to change your family adress after moving in with someone else?,"Hey, help's here! Could you DM us your username and email address? We'll see what we can suggest /JY",2017-11-22 20:21:54+00:00,short,early,family_or_duo_plan,escalate,Hi Joseph! We're here to help. Can you DM us your account's email address? We'll take a look backstage /DD,,,
468970,Thank you so much I'll be waiting for it mean while I listen to hefner by,"Cool! If there's anything else, just... /KM",2017-12-01 07:21:51+00:00,short,late,other,auto_handle,Hi! We've just sent a DM your way. Let's carry on chatting there /RA,,,
472535,How do I disable Genius? It wastes limited space in my phone! Please help👋🏼,"Hi Maddy! You can disable it by going to Settings > Playback > Behind the Lyrics. For anything else, just give us a shout /DN",2017-12-01 08:47:23+00:00,short,late,feature_request_or_feedback,escalate,Can you let us know approximately how many songs you have synced for offline listening? You can free up some space by removing some of your downloaded tunes /PB,,,
620376,How to request a song / album (origional album or artist) to upload in your library which is still not there . Please let me know via direct message or send me link. Waiting reply.,Hi Adeel. Can you tell us more about the song or album you're referring to? We'll take a look backstage /XF,2017-11-22 15:11:18+00:00,long,early,other,escalate,"Thanks for getting back to us. We do our best! But sometimes agreements are ongoing, or can't be reached with the content provider /GT",,,
700388,why it takes so long to upgrade to premium? Can't load anything and just stuck here since 4 hours ago.,"Hey Firdaus, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE",2017-11-23 15:49:42+00:00,medium,early,billing_subscription,escalate,Hi there! Can you DM us your account's email address? We'll check under the hood and see what we can suggest /NY,,,
2720914,So the same answer I got last year! #stillwaitingtoseethesedeals #gettingfedupofputtingnewsuscribersfirst,"We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /DF",2017-11-27 10:01:17+00:00,medium,early,other,auto_handle,Hey there! Can you send us the Album Link? Just tap the three dots > Share > Copy Link. We'll take a look /NQ,,,
656478,"ok sounds good. Yeh the drag and drop could use a bit of love. All good for now, thanks","Anytime! If you have anything else in mind, we're just a tweet away. /RH",2017-11-22 22:57:34+00:00,medium,early,other,auto_handle,You're welcome! We're glad we could lend a helping hand. Just give us a shout if you need us again. We're... 🙂 /DQ,,,
2830240,"Right so there's been no movement made on fixing/replacing the app. Cool. Just say that. Say, ""we haven't prioritized it right now and don't have an eta. Sorry.""","We understand your frustration. Rest assured, your feedback is being heard while we work with Roku on the best path forward. If you have any other questions, we're just a tweet away /ZO",2017-11-29 17:11:14+00:00,medium,late,other,escalate,Can you send us a screenshot of what you're seeing on the app instead? /MG,,,
513071,"Hey , I just got a notification when I opened up the app that said something about ""one time"" and ""$99"" but now I cant get it to pop back up? Is there any way I can see what the message said?",Hey there! This is referring to our Spotify Yearly offer. You can learn more about it by heading here: 🙂 /CG,2017-12-01 21:58:52+00:00,long,late,billing_subscription,escalate,Sweet! If you ever need anything else be sure to give us a... 🙂 /TY,,,
507382,Hey spotify it’s “Fantastic Baby” not Fantastic Boy. You don’t hear TOP say wow fantastic boy.…,Hey Jen. Thanks for the heads up. We'll get this reported. Great detective work! /QI,2017-12-01 19:22:11+00:00,medium,late,other,auto_handle,"Hey, thanks. We'll get this reported. Great detective work! 🔍 /NS",,,
2883052,"just accepted a family premium invitation, I already had premium beforehand does this automatically cancel so we won’t be billed twice?",Hi there! Could you DM us your account's username or email address? We'll take a look backstage /JO,2017-11-28 09:59:31+00:00,medium,early,cancel_or_refund,escalate,Hi there! Can you DM us your account's email address? We'll have a look backstage /ST,,,
466114,"when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",That doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /DD,2017-12-01 02:32:38+00:00,long,late,playback_or_app_bug,auto_handle,That doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /FR,,,
2917798,what’s going on I can’t do anything but listen to my playlists,Hey Shaun! Everything should be running smoothly now. Let us know if this is still happening /GS,2017-11-28 21:09:07+00:00,short,late,other,escalate,"Hey Megan, help's here! Just to check, are you trying to sync local files from your desktop to your phone? /DV",,,
2861323,"I already did that. News websites in Romania said spotify will be available in Romania today 28th november, thats why i am asking.","We don't have news to share right now, but we'll be sure to keep everyone updated. Stay tuned /AR",2017-11-27 22:31:54+00:00,medium,early,other,auto_handle,Hey there! We're launching in new countries as often as possible. Be sure to add your email at /FR,,,
104147,"spotify at first said no internet connection even though I have one. I cleared cache, uninstalled, reinstalled. Now I can't log in. Changed Facebook password, nothing works. Help!","Hey Casper, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE",2017-11-30 17:50:44+00:00,medium,late,account_access,escalate,Hmm. Could you DM us a screenshot of what you're seeing on your end? We'll continue to help there 🙂 /CG,,,
474461,Hi! I found an error in the settings on spotify (Italian language) W-ifi instead of Wi-Fi. Bye!,"Hey Lorenzo. Thanks for the heads up! We’ll get this passed onto the right team. Could you DM us the device, operating system, and Spotify version you're using? /L",2017-11-30 19:30:50+00:00,medium,late,feature_request_or_feedback,escalate,Hey Matt! That doesn't sound good. Can you DM us your account's email address or username? We'll see what we can suggest /DD,,,
23271,"cool that existing subscribers don’t get a deal, a real great job all round folks",Hey! We're sorry to hear you feel that way. You can check out other deals like the student discount ( or Premium for Family to get a better rate for Premium ( /JL,2017-11-23 04:11:16+00:00,medium,early,other,escalate,Can you DM us your account's username or email address? We'll take a look backstage /PL,,,
568971,"Can you please put Pharoahe Monch - Internal Affairs on Spotify? Would be greatly appreciated, much love x","Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DD",2017-12-02 17:31:37+00:00,medium,late,other,auto_handle,You're welcome! We're... Have a great day /QI,,,
2920733,Yoooo what is u doin baby,"Hi there, thanks for bearing with us! We had a little hiccup earlier, but everything should be running just fine now /JS",2017-11-28 21:33:06+00:00,short,late,other,escalate,Hey! Can you DM us your account's email address? We'll check backstage and see what we can suggest /NY,,,
2917902,"Hi there, the Spotify app has stopped working for me, giving me an error message. I’ve restarted my phone. Closed and opened the app. Restarted my internet. Tried on 4G. To no avail. Looks like the web player is affected too. Any ideas what’s happening?",Hey there! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /FR,2017-11-28 21:03:29+00:00,long,late,other,escalate,Got it. Could you DM us your account's email address or username? We'll take a look under the hood /KB,,,
620402,I just went to pay for premium using PayPal and the page bugged out. Don't wanna attempt again in case I get charged twice. Any help?,"Hey Yazmin, we're here to help! Could you DM us your account's username and email address? We'll take a look backstage for you /BX",2017-11-22 15:01:13+00:00,medium,early,billing_subscription,escalate,"Hi Anne-Marie, we're here to help. Can you DM us your account's email address? We'll check this out /AC",,,
446909,"I've reset my password 3 different times today due to it being ""incorrect"", and yet, Spotify won't let me log in. I can't reset my password due to CSRF token being invalid now. What gives?","Hey, help's here! Can you DM us your account's email address along with a screenshot of that error message you're getting everytime you reset your password? We'll look into this further /RR",2017-11-30 19:02:52+00:00,long,late,account_access,escalate,"Hi David! Help's here. Can you DM us your account's username or email address, along with a screenshot of the error message? /MU",,,
44338,Im trying to have one and ill pay through load and my prepaid load is 50 pesos but still it says insufficient balance,Hey Niko! Could you send us a DM with your account's email address? We'll take a look backstage /FR,2017-11-23 01:26:55+00:00,medium,early,other,auto_handle,Hi there! Can you DM us your account's email address? We'll check under the hood and see what we can suggest /NY,,,
163740,"no, i turned off the notifs sounds because i thought that was the problem! snapchat is one of the main ones. sometimes the music just shuts off out of nowhere. im the only one that uses my spotify account","Can you DM us your account's username or email address, along with the model and version of your iOS device? We'll check things backstage /MU",2017-11-25 08:11:02+00:00,long,early,other,escalate,"Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team. For anything else, just give us a shout 🙂 /MA",,,
165058,for a third time today guys i am contacting you. Please help me get rid of this. I even deleted my last fm acc and it still shows up,"Hey there, we'd love to help! Can you let us know the versions of Android and Spotify you're running? We'll see what we can suggest /AG",2017-11-24 18:03:18+00:00,medium,early,other,escalate,Hi there! Can you DM us your account's username or email address? We'll take a look backstage /MC,,,
2964674,"Hello , please make it possible for us to change a playlist cover on the mobile app. I edit all my covers on my iPhone and it’s always a hassle to then transfer it to my pc to upload it there. Thanks in advance.","Hey Rani, this sounds like a great idea! Suggest it in our Community at and get support from other users /TR",2017-11-29 22:06:43+00:00,long,late,feature_request_or_feedback,escalate,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,,,
452110,misleads you to buy 3 months premium for 9php then charges you 129. No where on the payment page tells you that if you charge it to your phone credits it will charge 129 instead of the 9php as advertised. That's just bad business practice tsk.,Hi! Help's here. Could you DM us your account's email address? We'll take a look backstage /AU,2017-11-30 20:51:14+00:00,long,late,billing_subscription,escalate,Thanks! Can you try logging out > restarting your device > logging back in? Let us know if this helps /PL,,,
506029,when can i stream pitbulls greatest hits album ?,"Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /VK",2017-12-01 19:10:19+00:00,short,late,content_availability,auto_handle,"Hey Kailin, thanks for the feedback. Don't worry! You can sort and filter your playlists. Check this out: /RK",,,
2861217,"ad on instagram stories, for spotify, showing a manson photo and a title suggesting ""cult"" playlists. was too surprised on how low did you go to take a screenshot.","Got it, thanks for alerting us. We'll get this reported to our ad team. Let us know if you encounter the ad again, we'd love a screenshot if possible /TB",2017-11-27 23:07:35+00:00,medium,early,feature_request_or_feedback,escalate,Hey there! Could you DM us your account's username/email address? We'll check behind the scenes /RE,,,
2832,Really? P9 only for three months?,"Hey! At the moment, the Intro Offer's for users who have never had Premium before. Can you fire over your account's email address via DM? We'll see what we can suggest /RC",2017-11-26 12:48:45+00:00,short,early,other,escalate,"Hey again! We're afraid we don't have any info yet to share right now, but rest assured your feedback's been noted /AN",,,
2919288,Working now thanks! Was just the final straw that broke my mind this morning haha! Hot trains are never good.,"We hope everything is okay right now. If you need anything else, just shout and we'll come running 🏃 /FR",2017-11-29 01:08:52+00:00,medium,late,other,escalate,Hey! We've just sent a DM your way. Let's carry on chatting there /JQ,,,
1697982,you're making it really hard to give you my money. about 500 times harder to be exact...,Hey there! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA,2017-11-26 02:24:42+00:00,medium,early,other,auto_handle,Hey Abigail! We can confirm the album was temporarily removed because of licensing changes. Hopefully we'll have it available again soon /MT,,,
89548,I got chat and got it taken care of easily. Thanks for the support.,Awesome! Let us know if you ever need us again. We'd be... /PB,2017-11-30 15:16:29+00:00,short,late,other,auto_handle,Great! Let us know if there's anything else we can help you with /JP,,,
2466912,I wish you’d let us see who follows our playlists☹️,"Hey Sarah, we can see how that’d be useful! You can vote for the official idea here: /TB",2017-11-25 13:58:00+00:00,short,early,feature_request_or_feedback,auto_handle,"We hear you! To help make this happen, add your support to the official idea here: /LO",,,
519897,wyd people have been telling you this is happening so can you fix it lmao,Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MG,2017-12-02 00:12:15+00:00,short,late,other,escalate,"We unserstand, but we’re afraid that we don’t have any more info to share. Give us a shout if you need anything else /NY",,,
2963341,"Ok , how is Kenny Rogers our top related artist? What’s up?",Hey there! Related Artists aren’t manually curated. We'd suggest checking out for more info. We hope this helps /LP,2017-11-29 21:11:29+00:00,short,late,other,auto_handle,"Hi! Thanks for your feedback - we'll pass it on. For now, check out if you haven't had a subscription before /AU",,,
583070,"Hey, there problem is still there. It stars up on boot-up automatically.",Can you DM us your account's username or email address? We'll see what we can suggest /PC,2017-12-03 01:30:03+00:00,short,late,other,escalate,Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,,,
667904,"Hello! I'm from Brazil and I signed up for Spotify Premium, but it's popping up that I'm not premium. I received a message from the card bank saying that I had made a purchase on Spotify but I'm not yet premium, please help me. I'm sorry for that awful English",Hey there! We'll help out. Can you DM us your account's email address or username? We'll take a look under the hood /AN,2017-11-23 01:30:23+00:00,long,early,billing_subscription,escalate,Hey Yvonne! We've just sent a DM your way. Let's carry on chatting there /CP,,,
2870600,". currently web player is not playing, have already tried clearing cookies and rebooting. Just want to listen and do my work :/","Hey there! Are you getting an error message? If so, a screenshot would come in handy. Also, have you tried using different browsers? /RH",2017-11-28 04:13:35+00:00,medium,early,playback_or_app_bug,auto_handle,Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF,,,
2709264,"I did and my computer freezed, is there something else I can do ?","Got it. Just to check, is this also happening on any other devices? /JI",2017-11-27 10:27:28+00:00,short,early,other,auto_handle,Hey there! We've just sent you a DM /NS,,,
2859035,"I keep trying to change my payment method on my account, and when i hit continue and all it does is spin endlessly. help?",Hey Rachel! Can you DM us your account's username and email address? We'll take a look backstage /SY,2017-11-27 22:13:36+00:00,medium,early,billing_subscription,escalate,"Hi John, help's here! Can you DM us your account's username and email address? We'll help backstage /TY",,,
683946,Just had the best customer service from Thank you.,It's our pleasure! Give us a shout if you need anything else. We'll be right here 🙂 /DN,2017-11-23 07:49:33+00:00,short,early,other,auto_handle,Hey there! We've replied to your DM. We'll carry on helping there /JX,,,
2964654,"Oh, so he must not be in the US because her app hasn’t been released here yet. So, it has to be either New Zealand, Singapore, Brazil or Canada.","Thanks for letting us know. Our Curation team are independent & use data, research, and trend, but we’ll pass on your suggestion /YM",2017-11-29 22:31:49+00:00,medium,late,other,escalate,"We until they release something new. Until then, let us know if there is anything else we can do for you /TF",,,
2876127,So there's nothing Spotify will do on their end to ensure malicious users are kept off their network. Good to know!,"We hear you 🎧 Rest assured, we care deeply about the security of your personal data. To read more about account protection head here: We hope this helps clarify things. Let us know if you need anything else /TI",2017-11-28 17:23:55+00:00,medium,early,other,auto_handle,"No worries! if you need us again, you know where to find us. 🙂 /JN",,,
558601,Please can you help my monthly subscription goes out on the 4th December if I sign up for a year at £99 today will I lose December's payment or should I wait until end December to get yearly offer?,Hey Paul! Can you DM us your account's username or email address? We'll see what we can suggest /TK,2017-12-02 11:03:56+00:00,long,late,billing_subscription,escalate,"1: Hey! The student discount is good for 12 months. Once it expires, you'll be charged with the regular rate of Premium. Don't worry, you...",,,
653063,"Requesting music through Google Home seems to be broken today. I've tried unlinking the accounts, even going so far as to creating a new account.","Hey Tom, help's here! Could you shoot us a DM with your account's username and email address? We'll do some digging 🔍 /VV",2017-11-22 20:08:50+00:00,medium,early,device_or_connect,auto_handle,Alright. Can you try to update your Google Home settings? Just click here: Let us know how this plays out! /MS,,,
